id,title,path,file
1,"日次更新トランノーマライズ仕様","C:\Users\winridge\Documents\workspace\ToDo\20171024-110913_システムフロー図_KJSK01（ココチモ日次処理）_JSOL指摘\システムフロー図_KJSK01（ココチモ日次処理）_JSOL指摘\ココチモ連携データについて（ココチモ→基幹）\","日次更新トランノーマライズ仕様_ver1.0.xls"
