id,title,sql_command,func_type
1,"table cols all","select top 1 * from %1;"
2,"get file path","select path,file from file_paths.csv where id = %1;"
3,"get sql filter","select expression from sql_filters.csv where id = %1;"
4,"view list(msdb)","select top 10 * from [%1];"
5,"view list(firebird)","select * from %1;"
