id,vol_name,no,date,time,ch,station,title
312,BD-RE-30008-001,"00010","2020/03/27 22:54:00","00:06:07","71","テレビ東京１","家族記念日[終][字]"
313,BD-RE-30008-001,"00011","2020/03/27 23:09:00","00:05:46","41","日テレ１","ゆっくり私時間～Ｍｙ Ｑｕａｌｉｔｙ Ｌｉｆｅ～[字]"
314,BD-RE-30008-001,"00012","2020/03/28 01:57:00","00:30:09","61","ＴＢＳ１","歌舞伎町シャーロック　＃２４「歌舞伎町で会おう」（最終回）【アニメイズム】[終]"
315,BD-RE-30008-001,"00013","2020/03/28 02:20:00","00:30:07","41","日テレ１","久石譲×クラシック！この挑戦を聴き逃すな[再]"
316,BD-RE-30008-001,"00014","2020/03/28 02:27:00","00:30:09","61","ＴＢＳ１","ランウェイで笑って　♯１２「これは僕の物語」（最終回）【アニメイズム】[終][字]"
317,BD-RE-30008-001,"00015","2020/03/28 08:00:00","00:30:07","71","テレビ東京１","カードファイト！！ ヴァンガード２０１９[終]「３人のアイドル？／新田シン」[字]"
318,BD-RE-30008-001,"00016","2020/03/28 09:30:00","00:29:46","71","テレビ東京１","ポチっと発明 ピカちんキット[終]「はじめてのピラメキ」[字]"
319,BD-RE-30008-001,"00017","2020/03/28 09:55:00","00:05:08","51","テレビ朝日","[終]旅するチーズ[字]"
320,BD-RE-30008-001,"00018","2020/03/28 10:30:00","00:30:07","71","テレビ東京１","アイカツオンパレード！[終]「光る未来へ」[字][デ]"
321,BD-RE-30008-001,"00019","2020/03/28 13:59:00","00:57:08","51","テレビ朝日","ミラクル９　傑作選[字]"
322,BD-RE-30008-001,"00020","2020/03/28 15:55:00","00:05:08","51","テレビ朝日","[終]世界が愛した絵本[字]"
323,BD-RE-30008-001,"00021","2020/03/28 17:30:00","00:29:49","41","日テレ１","僕のヒーローアカデミア「ヒーロービルボードチャートＪＰ」[字][デ]"
324,BD-RE-30008-001,"00022","2020/03/28 18:00:00","00:29:49","51","テレビ朝日","人生の楽園　田舎を体験 ひなたの宿～群馬・富岡市[字]"
325,BD-RE-30008-001,"00023","2020/03/28 18:00:00","00:30:06","41","日テレ１","名探偵コナン「標的は警視庁交通部（四）」[字][デ]"
326,BD-RE-30008-001,"00024","2020/03/28 19:00:00","01:53:46","41","日テレ１","世界一受けたい授業 フィンランド＆ポン・ジュノ監督＆世界一パスタ[字]"
327,BD-RE-30008-001,"00025","2020/03/28 21:54:00","00:05:46","71","テレビ東京１","土曜名馬座 ▽仲村トオル[字]"
328,BD-RE-30008-001,"00026","2020/03/28 21:54:00","00:06:09","61","ＴＢＳ１","和心百景～四季をかたどる！　『菓子木型』～笛木優子／葉加瀬太郎[解][字]"
329,BD-RE-30008-001,"00027","2020/03/29 07:00:00","00:30:06","71","テレビ東京１","パウ・パトロール[字][二]"
330,BD-RE-30008-001,"00028","2020/03/29 07:30:00","00:30:06","71","テレビ東京１","ディズニー・サンデー アバローのプリンセス エレナ[終][字]"
331,BD-RE-30008-001,"00029","2020/03/29 08:30:00","00:29:46","71","テレビ東京１","デュエル・マスターズ！！[終]「運命回すぜ！超天フィーバー！」[字]"
332,BD-RE-30008-001,"00030","2020/03/29 08:30:00","00:29:49","51","テレビ朝日","ヒーリングっどプリキュア　第９話 ひなたのカワイイ大作戦！[デ][字]"
333,BD-RE-30008-001,"00031","2020/03/29 09:00:00","00:29:46","51","テレビ朝日","仮面ライダーゼロワン[デ][字]"
334,BD-RE-30008-001,"00032","2020/03/29 09:30:00","00:29:46","81","フジテレビ","ワンピース【絶体絶命！脅威のオロチお庭番衆】[字][解][デ]"
335,BD-RE-30008-001,"00033","2020/03/29 11:55:00","00:59:07","71","テレビ東京１","世界！ニッポン行きたい人応援団予習復習ＳＰ[字]"
336,BD-RE-30008-001,"00034","2020/03/29 18:00:00","00:30:10","61","ＴＢＳ１","世界遺産「もう一度見たい！世界遺産ベスト１０」[解][字]"
337,BD-RE-30008-001,"00035","2020/03/29 21:57:00","00:03:07","41","日テレ１","夢の通り道[字]"
338,BD-RE-30008-001,"00036","2020/03/29 22:54:00","00:06:08","61","ＴＢＳ１","未来の起源[終][解][字]"
339,BD-RE-30008-001,"00037","2020/03/30 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
340,BD-RE-30008-001,"00038","2020/03/30 18:55:00","02:04:46","71","テレビ東京１","世界！ニッポン行きたい人応援団【ご招待したら人生変わっちゃったＳＰ】[字]"
341,BD-RE-30008-001,"00039","2020/03/30 19:00:00","02:47:46","51","テレビ朝日","列島警察捜査網ＴＨＥ追跡２０２０春の事件簿[字]"
342,BD-RE-30008-001,"00040","2020/03/30 22:48:00","00:06:07","71","テレビ東京１","東京ＧＯＯＤ！【ソメイヨシノ発祥の地・駒込】[字]"
343,BD-RE-30008-001,"00041","2020/03/30 22:54:00","00:06:08","71","テレビ東京１","夢遺産～リーダーの夢の先～[字]"
344,BD-RE-30008-001,"00042","2020/03/31 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
345,BD-RE-30008-001,"00043","2020/03/31 18:25:00","00:30:07","71","テレビ東京１","ブラッククローバー ＃128「ハート王国へ！」[字]"
346,BD-RE-30008-001,"00044","2020/03/31 21:54:00","00:06:07","71","テレビ東京１","東京交差点「パイプオルガン」[字]"
347,BD-RE-30008-001,"00045","2020/03/31 22:57:00","00:03:09","61","ＴＢＳ１","勇気のシルシ～パラアスリートの挑戦　アーチェリー　マット・スタッツマン～[終][解][字]"
348,BD-RE-30008-001,"00046","2020/04/01 02:29:00","00:55:07","41","日テレ１","フラッシュ＜サード・シーズン＞「ゴールライン」＃23[終][二]"
349,BD-RE-30008-001,"00047","2020/04/01 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
350,BD-RE-30008-001,"00048","2020/04/01 22:54:00","00:06:06","41","日テレ１","心に刻む風景[字]"
351,BD-RE-30009-001,"00001","2020/03/30 19:00:00","02:47:46","51","テレビ朝日","列島警察捜査網ＴＨＥ追跡２０２０春の事件簿[字]"
352,BD-RE-30009-001,"00002","2020/03/30 22:48:00","00:06:07","71","テレビ東京１","東京ＧＯＯＤ！【ソメイヨシノ発祥の地・駒込】[字]"
353,BD-RE-30009-001,"00003","2020/03/30 22:54:00","00:06:08","71","テレビ東京１","夢遺産～リーダーの夢の先～[字]"
354,BD-RE-30009-001,"00004","2020/03/31 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
355,BD-RE-30009-001,"00005","2020/03/31 18:25:00","00:30:07","71","テレビ東京１","ブラッククローバー ＃128「ハート王国へ！」[字]"
356,BD-RE-30009-001,"00006","2020/03/31 21:54:00","00:06:07","71","テレビ東京１","東京交差点「パイプオルガン」[字]"
357,BD-RE-30009-001,"00007","2020/03/31 22:57:00","00:03:09","61","ＴＢＳ１","勇気のシルシ～パラアスリートの挑戦　アーチェリー　マット・スタッツマン～[終][解][字]"
358,BD-RE-30009-001,"00008","2020/04/01 02:29:00","00:55:07","41","日テレ１","フラッシュ＜サード・シーズン＞「ゴールライン」＃23[終][二]"
359,BD-RE-30009-001,"00009","2020/04/01 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
360,BD-RE-30009-001,"00010","2020/04/01 22:54:00","00:06:06","41","日テレ１","心に刻む風景[字]"
361,BD-RE-30009-001,"00011","2020/04/02 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
362,BD-RE-30009-001,"00012","2020/04/02 17:55:00","00:30:07","71","テレビ東京１","プリスクタイム（エッグカー／ＧＯ！ＧＯ！アトム）[字]"
363,BD-RE-30009-001,"00013","2020/04/02 19:00:00","02:47:50","51","テレビ朝日","徹子の部屋４５年目突入ＳＰ[字]"
364,BD-RE-30009-001,"00014","2020/04/02 22:54:00","00:06:07","71","テレビ東京１","探究の階段[字]"
365,BD-RE-30009-001,"00015","2020/04/03 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
366,BD-RE-30009-001,"00016","2020/04/03 19:00:00","01:53:46","41","日テレ１","小学5年生より賢いの？４月だよ！新助っ人小学生がガチで緊張の芸能人を救済！ＳＰ[字]"
367,BD-RE-30009-001,"00017","2020/04/03 22:54:00","00:05:46","71","テレビ東京１","[新]未来レンズ[字]"
368,BD-RE-30009-001,"00018","2020/04/04 00:12:00","00:40:08","71","テレビ東京１","らせんの迷宮 ～ＤＮＡ科学捜査・大解剖ＳＰ！[字]"
369,BD-RE-30009-001,"00019","2020/04/04 08:00:00","00:30:08","71","テレビ東京１","ヴァンガード 春のヴァン祭り ヴァンガード芸人オーディション前編[字]"
370,BD-RE-30009-001,"00020","2020/04/04 17:15:00","00:05:07","71","テレビ東京１","モノイズム[字]"
371,BD-RE-30009-001,"00021","2020/04/04 17:30:00","00:29:49","41","日テレ１","僕のヒーローアカデミア「始まりの」[終][字][デ]"
372,BD-RE-30009-001,"00022","2020/04/04 18:00:00","00:29:49","51","テレビ朝日","人生の楽園　桜の里の農家カフェ～静岡・河津町[字]"
373,BD-RE-30009-001,"00023","2020/04/04 18:00:00","00:29:52","41","日テレ１","名探偵コナン「さざ波の魔法使い（前編）」[解][字][デ]"
374,BD-RE-30009-001,"00024","2020/04/04 22:24:00","00:06:07","71","テレビ東京１","土曜名馬座 ▽仲村トオル[字]"
375,BD-RE-30009-001,"00025","2020/04/04 23:48:00","00:06:09","61","ＴＢＳ１","和心百景～裏方で和菓子を支える！　『菓子木型』～笛木優子／葉加瀬太郎　[解][字]"
376,BD-RE-30009-001,"00026","2020/04/05 07:00:00","00:30:06","71","テレビ東京１","パウ・パトロール[字][二]"
377,BD-RE-30009-001,"00027","2020/04/05 07:30:00","00:30:07","71","テレビ東京１","[新]ディズニー・サンデー ラプンツェル ザ・シリーズ[字]"
378,BD-RE-30009-001,"00028","2020/04/05 08:30:00","00:29:46","71","テレビ東京１","[新]デュエル・マスターズ キング「いきなりショッキング！鬼が街に降ってきたぁ！」[字]"
379,BD-RE-30009-001,"00029","2020/04/05 08:30:00","00:29:49","51","テレビ朝日","ヒーリングっどプリキュア　第１０話緊急お手当て！メガビョーゲンがいっぱい[デ][字]"
380,BD-RE-30009-001,"00030","2020/04/05 09:00:00","00:29:49","51","テレビ朝日","仮面ライダーゼロワン[デ][字]"
381,BD-RE-30009-001,"00031","2020/04/05 09:00:00","00:29:52","81","フジテレビ","[新]デジモンアドベンチャー：【東京デジタルクライシス】　＃０１[字][解][デ]"
382,BD-RE-30009-001,"00032","2020/04/05 09:30:00","00:30:10","81","フジテレビ","ワンピース【修羅場！怒れる大蛇　将軍オロチ】[字][解][デ]"
383,BD-RE-30009-001,"00033","2020/04/05 10:30:00","00:30:07","71","テレビ東京１","[新]ミュークルドリーミー「はじまりのストーリー」[字]"
384,BD-RE-30009-001,"00034","2020/04/05 18:00:00","00:30:10","61","ＴＢＳ１","世界遺産「インド洋の秘境！巨大なリング状の島」[解][字]"
385,BD-RE-30009-001,"00035","2020/04/05 22:57:00","00:03:07","41","日テレ１","夢の通り道[字]"
386,BD-RE-30009-001,"00036","2020/04/06 07:35:00","00:25:07","71","テレビ東京１","[新]シナぷしゅ[字][解]"
387,BD-RE-30009-001,"00037","2020/04/06 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
388,BD-RE-30009-001,"00038","2020/04/06 17:55:00","00:30:07","71","テレビ東京１","[新]ファンファンキティ！[字]"
389,BD-RE-30009-001,"00039","2020/04/06 22:48:00","00:06:07","71","テレビ東京１","東京ＧＯＯＤ！【江戸川橋から見えない川をたどる】[字]"
390,BD-RE-30009-001,"00040","2020/04/06 22:54:00","00:06:07","71","テレビ東京１","夢遺産[字]"
391,BD-RE-30009-001,"00041","2020/04/06 23:28:00","00:06:08","81","フジテレビ","四季彩キッチン[字]"
392,BD-RE-30009-001,"00042","2020/04/07 01:30:00","00:30:07","71","テレビ東京１","[新]フルーツバスケット ２ｎｄ ｓｅａｓｏｎ「お久しぶりです」"
393,BD-RE-30009-001,"00043","2020/04/07 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
394,BD-RE-30009-001,"00044","2020/04/07 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
395,BD-RE-30009-001,"00045","2020/04/07 18:25:00","00:30:07","71","テレビ東京１","ブラッククローバー ＃129「悪魔メギキュラ」[字]"
396,BD-RE-30009-001,"00046","2020/04/07 21:54:00","00:06:08","71","テレビ東京１","東京交差点「ピアノ」[字]"
397,BD-RE-30009-001,"00047","2020/04/08 00:55:00","00:30:09","81","フジテレビ","パパ活＜Ｔナイト＞　＃０１[再]"
398,BD-RE-30009-001,"00048","2020/04/08 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
399,BD-RE-30009-001,"00049","2020/04/08 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
400,BD-RE-30009-001,"00050","2020/04/08 19:00:00","01:59:50","81","フジテレビ","世界の何だコレ！？ミステリーＳＰ【ウソかマコトか…噂の禁断エリア直撃ＳＰ】[字]"
401,BD-RE-30010-001,"00001","2020/04/08 21:00:00","01:54:06","71","テレビ東京１","家、ついて行ってイイですか？【特別編】今年は家でお花見楽しもうＳＰ！衝撃６連発[字]"
402,BD-RE-30010-001,"00002","2020/04/08 22:54:00","00:06:06","41","日テレ１","心に刻む風景[字]"
403,BD-RE-30010-001,"00003","2020/04/08 23:00:00","00:58:07","71","テレビ東京１","WBS▽緊急事態宣言で何が変わった？タクシーにはあるモノが…"
404,BD-RE-30010-001,"00004","2020/04/09 00:52:00","00:06:07","71","テレビ東京１","[新]ミニドラマ きょうの猫村さん 主演：松重豊[字]"
405,BD-RE-30010-001,"00005","2020/04/09 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
406,BD-RE-30010-001,"00006","2020/04/09 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
407,BD-RE-30010-001,"00007","2020/04/09 17:55:00","00:30:08","71","テレビ東京１","プリスクタイム（エッグカー／ＧＯ！ＧＯ！アトム）[字]"
408,BD-RE-30010-001,"00008","2020/04/09 19:53:00","01:54:46","71","テレビ東京１","ＩＫＫＯまぼろし～衝撃映像祭り【航空機パニック＆アレルギー】純烈も仰天[字]"
409,BD-RE-30010-001,"00009","2020/04/09 22:54:00","00:06:07","71","テレビ東京１","探究の階段[字]"
410,BD-RE-30010-001,"00010","2020/04/10 00:59:00","00:30:07","41","日テレ１","新日曜ドラマ「美食探偵 明智五郎」スタート直前～謎暴いちゃうぞSP～"
411,BD-RE-30010-001,"00011","2020/04/10 01:10:00","00:30:08","81","フジテレビ","[新]富豪刑事　Ｂａｌａｎｃｅ：ＵＮＬＩＭＩＴＥＤ＜ノイタミナ＞　＃０１[字]"
412,BD-RE-30010-001,"00012","2020/04/10 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
413,BD-RE-30010-001,"00013","2020/04/10 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
414,BD-RE-30010-001,"00014","2020/04/10 22:54:00","00:05:46","71","テレビ東京１","未来レンズ[字]"
415,BD-RE-30010-001,"00015","2020/04/11 02:00:00","00:30:07","71","テレビ東京１","流派－Ｒ since2001"
416,BD-RE-30010-001,"00016","2020/04/11 07:30:00","00:30:05","71","テレビ東京１","遊戯王ＳＥＶＥＮＳ（セブンス）「悪魔を飼う男」[字]"
417,BD-RE-30010-001,"00017","2020/04/11 08:00:00","00:30:07","71","テレビ東京１","ヴァンガード 春のヴァン祭り ヴァンガード芸人オーディション後編[字]"
418,BD-RE-30010-001,"00018","2020/04/11 11:30:00","01:31:07","71","テレビ東京１","速水もこみち、定食はじめました[再] 能登～金沢▽今夜6：30～あさこ房総旅[字]"
419,BD-RE-30010-001,"00019","2020/04/11 16:30:00","00:30:08","51","テレビ朝日","クレヨンしんちゃん　【逆転しない裁判だゾ】ほか[デ][解][字]"
420,BD-RE-30010-001,"00020","2020/04/11 17:00:00","00:30:08","51","テレビ朝日","ドラえもん　【宝さがしはバタ足で】【三年寝太郎まくら】[デ][字]"
421,BD-RE-30010-001,"00021","2020/04/11 18:00:00","00:29:49","51","テレビ朝日","人生の楽園　渚の宝物　お父さんの貝細工～石川・志賀町[字]"
422,BD-RE-30010-001,"00022","2020/04/11 18:00:00","00:30:06","41","日テレ１","名探偵コナン「さざ波の魔法使い（後編）」[解][字][デ]"
423,BD-RE-30010-001,"00023","2020/04/11 19:56:00","00:58:07","41","日テレ１","世界一受けたい授業[字]"
424,BD-RE-30010-001,"00024","2020/04/11 21:54:00","00:05:49","71","テレビ東京１","土曜名馬座 ▽仲村トオル[字]"
425,BD-RE-30010-001,"00025","2020/04/12 07:00:00","00:30:06","71","テレビ東京１","パウ・パトロール[字][二]"
426,BD-RE-30010-001,"00026","2020/04/12 08:30:00","00:29:46","71","テレビ東京１","デュエル・マスターズ キング「鬼キング登場！？キング・オブ・デュエマッチ開幕！」[字]"
427,BD-RE-30010-001,"00027","2020/04/12 08:30:00","00:29:49","51","テレビ朝日","ヒーリングっどプリキュア　第１１話　力を一つに！ミラクルヒーリング！[デ][字]"
428,BD-RE-30010-001,"00028","2020/04/12 09:00:00","00:29:49","51","テレビ朝日","仮面ライダーゼロワン[デ][字]"
429,BD-RE-30010-001,"00029","2020/04/12 09:00:00","00:29:52","81","フジテレビ","デジモンアドベンチャー：【ウォー・ゲーム】　＃０２[字][解][デ]"
430,BD-RE-30010-001,"00030","2020/04/12 09:30:00","00:30:09","81","フジテレビ","ワンピース【花散る！ワノ国一の美女の最期】[字][解][デ]"
431,BD-RE-30010-001,"00031","2020/04/12 09:30:00","00:30:06","71","テレビ東京１","トミカ絆合体 アースグランナー「疾風！アースグランナーイーグルチータ！」[字]"
432,BD-RE-30010-001,"00032","2020/04/12 18:00:00","00:29:46","61","ＴＢＳ１","世界遺産「インド洋のガラパゴス！ゾウガメ15万頭の島」[解][字]"
433,BD-RE-30010-001,"00033","2020/04/12 18:00:00","00:30:06","71","テレビ東京１","ポケットモンスター「とどけ波導！サトシと不思議なタマゴ！！」[字][デ]"
434,BD-RE-30010-001,"00034","2020/04/12 21:54:00","00:06:07","41","日テレ１","夢の通り道[字]"
435,BD-RE-30010-001,"00035","2020/04/13 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
436,BD-RE-30010-001,"00036","2020/04/13 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
437,BD-RE-30010-001,"00037","2020/04/13 17:55:00","00:30:07","71","テレビ東京１","ファンファンキティ！[字]"
438,BD-RE-30010-001,"00038","2020/04/13 22:24:00","00:06:09","81","フジテレビ","四季彩キッチン[字]"
439,BD-RE-30010-001,"00039","2020/04/13 22:48:00","00:06:07","71","テレビ東京１","東京ＧＯＯＤ！【区の境目にまたがる街 谷中】[字]"
440,BD-RE-30010-001,"00040","2020/04/13 22:54:00","00:06:07","71","テレビ東京１","夢遺産[字]"
441,BD-RE-30010-001,"00041","2020/04/14 01:30:00","00:30:07","71","テレビ東京１","フルーツバスケット ２ｎｄ ｓｅａｓｏｎ「みんなで素麺食べたりしてね 」"
442,BD-RE-30010-001,"00042","2020/04/14 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
443,BD-RE-30010-001,"00043","2020/04/14 08:00:00","00:15:06","71","テレビ東京１","ハーフタイムツアーズ[字]"
444,BD-RE-30010-001,"00044","2020/04/14 18:25:00","00:30:07","71","テレビ東京１","ブラッククローバー ＃130「新・魔法騎士団団長会議」[字]"
445,BD-RE-30010-001,"00045","2020/04/14 21:54:00","00:06:06","71","テレビ東京１","東京交差点「万華鏡」[字]"
446,BD-RE-30010-001,"00046","2020/04/15 01:40:00","00:30:09","81","フジテレビ","パパ活＜Ｔナイト＞　＃０２[再]"
447,BD-RE-30010-001,"00047","2020/04/15 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
448,BD-RE-30010-001,"00048","2020/04/15 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
449,BD-RE-30010-001,"00049","2020/04/15 21:00:00","01:00:09","71","テレビ東京１","家、ついて行ってイイですか？～読売巨人軍＆８０年代アイドル大好き美女[字]"
450,BD-RE-30010-001,"00050","2020/04/15 21:54:00","00:06:07","41","日テレ１","心に刻む風景[字]"
451,BD-RE-30010-001,"00051","2020/04/16 00:45:00","00:05:08","51","テレビ朝日","フィンク１分フィット[字]"
452,BD-RE-30010-001,"00052","2020/04/16 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
453,BD-RE-30010-001,"00053","2020/04/16 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
454,BD-RE-30011-001,"00001","2020/04/18 11:30:00","02:29:07","71","テレビ東京１","千原ジュニアのタクシー乗り継ぎ旅 極寒の青森横断▽今夜6：30～伊勢神宮へ[字]"
455,BD-RE-30011-001,"00002","2020/04/18 16:30:00","00:30:08","51","テレビ朝日","クレヨンしんちゃん　【泣いちゃイヤ～ンだゾ】ほか[デ][解][字]"
456,BD-RE-30011-001,"00003","2020/04/18 17:00:00","00:30:08","51","テレビ朝日","ドラえもん　【プラ酢マイナ酢】【クモノイトン】[デ][字]"
457,BD-RE-30011-001,"00004","2020/04/18 17:15:00","00:05:07","71","テレビ東京１","モノイズム[字]"
458,BD-RE-30011-001,"00005","2020/04/18 18:00:00","00:29:49","51","テレビ朝日","人生の楽園　父娘で守る人情理容室～三重・伊賀市[字]"
459,BD-RE-30011-001,"00006","2020/04/18 18:00:00","00:29:52","41","日テレ１","名探偵コナン「太閤恋する名人戦（前編）」[解][字][デ]"
460,BD-RE-30011-001,"00007","2020/04/18 18:30:00","02:23:45","71","テレビ東京１","土曜スペシャル 千原ジュニアのタクシー乗り継ぎ旅５ 貴乃花と伊勢神宮へ[字]"
461,BD-RE-30011-001,"00008","2020/04/18 19:56:00","00:57:49","41","日テレ１","世界一受けたい授業[字]中田英寿先生が初授業！今伝えたい…日本が誇る匠のスゴ技"
462,BD-RE-30011-001,"00009","2020/04/18 21:00:00","00:54:09","61","ＴＢＳ１","世界ふしぎ発見！異色ミステリーハンター　篠原かをり　ふしぎ生き物大冒険！[解][字]"
463,BD-RE-30011-001,"00010","2020/04/18 21:54:00","00:05:46","71","テレビ東京１","土曜名馬座 ▽仲村トオル[字]"
464,BD-RE-30011-001,"00011","2020/04/19 03:15:00","01:45:07","71","テレビ東京１","サタ☆シネ「沈黙の追撃」４月はセガール！最強オヤジVSマインドコントロール[映][二]"
465,BD-RE-30011-001,"00012","2020/04/19 07:00:00","00:29:46","71","テレビ東京１","パウ・パトロール[字][二]"
466,BD-RE-30011-001,"00013","2020/04/19 07:30:00","00:30:07","71","テレビ東京１","ディズニー・サンデー ラプンツェル ザ・シリーズ[字]"
467,BD-RE-30011-001,"00014","2020/04/19 08:30:00","00:29:46","71","テレビ東京１","デュエル・マスターズキング「オレの正義がキラめキング！キラとアバクの闘いぃ！」[字]"
468,BD-RE-30011-001,"00015","2020/04/19 08:30:00","00:29:49","51","テレビ朝日","ヒーリングっどプリキュア　第１２話　以心伝心チームワーク大作戦[デ][字]"
469,BD-RE-30011-001,"00016","2020/04/19 09:00:00","00:29:46","81","フジテレビ","デジモンアドベンチャー：【そしてデジタルワールドへ】　＃０３[字][解][デ]"
470,BD-RE-30011-001,"00017","2020/04/19 09:00:00","00:29:49","51","テレビ朝日","仮面ライダーゼロワン[デ][字]"
471,BD-RE-30011-001,"00018","2020/04/19 09:30:00","00:29:46","81","フジテレビ","ワンピース【囚人の絆　ルフィとヒョウじい！】[字][解][デ]"
472,BD-RE-30011-001,"00019","2020/04/19 09:30:00","00:30:06","71","テレビ東京１","トミカ絆合体 アースグランナー「ＧＯＧＯＧＯ！マッハ ゴウ！」[字]"
473,BD-RE-30011-001,"00020","2020/04/19 10:30:00","00:30:07","71","テレビ東京１","ミュークルドリーミー「先輩の夢に入っちゃお」[字]"
474,BD-RE-30011-001,"00021","2020/04/19 18:00:00","00:29:46","71","テレビ東京１","ポケットモンスター「さよなら、ラビフット！」[字][デ]"
475,BD-RE-30011-001,"00022","2020/04/19 18:00:00","00:30:10","61","ＴＢＳ１","世界遺産「大草原に2500万本！闇に輝くナゾの塔」[解][字]"
476,BD-RE-30011-001,"00023","2020/04/20 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
477,BD-RE-30011-001,"00024","2020/04/20 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
478,BD-RE-30011-001,"00025","2020/04/20 13:49:00","01:54:07","51","テレビ朝日","人類学者・岬久美子の殺人鑑定４[字][再]"
479,BD-RE-30011-001,"00026","2020/04/20 17:55:00","00:30:07","71","テレビ東京１","ファンファンキティ！[字]"
480,BD-RE-30011-001,"00027","2020/04/20 20:00:00","01:53:46","71","テレビ東京１","月曜プレミア８「越境捜査」[字][解]"
481,BD-RE-30011-001,"00028","2020/04/20 21:54:00","00:06:07","71","テレビ東京１","東京ＧＯＯＤ！【“へび道”の由来に迫る！ 千駄木】[字]"
482,BD-RE-30011-001,"00029","2020/04/20 22:09:00","00:06:08","81","フジテレビ","四季彩キッチン[字]"
483,BD-RE-30011-001,"00030","2020/04/20 22:54:00","00:06:07","71","テレビ東京１","夢遺産[字]"
484,BD-RE-30011-001,"00031","2020/04/21 00:59:00","00:30:06","41","日テレ１","[新]正しいロックバンドの作り方＃01"
485,BD-RE-30011-001,"00032","2020/04/21 01:30:00","00:30:06","71","テレビ東京１","フルーツバスケット ２ｎｄ ｓｅａｓｏｎ「お着替えしましょうか……」"
486,BD-RE-30011-001,"00033","2020/04/21 07:35:00","00:25:07","71","テレビ東京１","シナぷしゅ[字][解]"
487,BD-RE-30011-001,"00034","2020/04/21 08:00:00","00:15:07","71","テレビ東京１","ハーフタイムツアーズ[字]"
488,BD-RE-30011-001,"00035","2020/04/21 13:49:00","01:54:08","51","テレビ朝日","森村誠一の終着駅シリーズ２５　途中下車する女[字][再]"
489,BD-RE-30011-001,"00036","2020/04/21 17:55:00","00:30:06","71","テレビ東京１","シャドウバース[字][デ]"
490,BD-RE-30011-001,"00037","2020/04/21 18:25:00","00:30:07","71","テレビ東京１","ブラッククローバー ＃131「新たなる決意」[字]"
491,BD-RE-30012-001,"00001","2020/05/01 21:00:00","01:53:46","41","日テレ１","金曜ロードＳＨＯＷ！「塔の上のラプンツェル」★本編ノーカット放送★[二][字][デ]"
492,BD-RE-30012-001,"00002","2020/05/08 21:00:00","01:53:46","41","日テレ１","金曜ロードＳＨＯＷ！「トイ・ストーリー３」[二][字][デ]"
493,BD-RE-30012-001,"00003","2020/04/12 21:00:00","01:54:07","51","テレビ朝日","春の映画スペシャル「シンデレラ」　★ディズニーが贈る豪華実写版[デ][二][字]"
494,BD-RE-30012-001,"00004","2020/05/06 01:55:00","01:55:08","81","フジテレビ","映画「ブリジット・ジョーンズの日記」＜Ｔナイト＞"
495,BD-RE-30012-001,"00005","2020/04/29 01:55:00","01:50:09","81","フジテレビ","映画「ドクター・ドリトル２」＜Ｔナイト＞"
496,BD-RE-30012-001,"00006","2020/05/05 02:09:00","01:50:07","41","日テレ１","映画天国「ワイルド・スピードＸ２」"
497,BD-RE-30012-001,"00007","2020/04/28 01:59:00","02:00:07","41","日テレ１","映画天国「メイド・イン・アメリカ」"
498,BD-RE-30012-001,"00008","2020/05/12 01:59:00","02:00:07","41","日テレ１","映画天国「ＳＰＩＮＮＩＮＧ ＫＩＴＥ スピニング カイト」"
499,BD-RE-30012-001,"00009","2020/05/08 13:35:00","02:05:06","71","テレビ東京１","午後エンタ 午後ロード「ゴリラ」金曜はシュワちゃん！[字][二]"
